timestamp,acc_0,acc_1,acc_2,speed,video_time,label,time_since_last_measurement
1689959944.597892,0.15985,0.17356,0.94921,0.0,95.425697,concrete,0.10000599999999338
1689959944.6979,0.16496,0.16938,0.89416,0.0,95.525705,concrete,0.10000800000000254
1689959944.797878,0.22259,0.12968,0.96779,0.0,95.625683,concrete,0.09997799999999302
1689959944.897986,0.17943,0.05255,0.96699,0.0,95.725791,concrete,0.10010800000000586
1689959944.997941,0.19732,0.04219,0.91144,0.0,95.825746,concrete,0.09995499999999424
1689959945.098003,0.16625,0.0355,0.9834,0.0,95.925808,concrete,0.10006200000000831
1689959945.197976,0.16859,-0.00567,0.92553,0.0,96.025781,concrete,0.09997299999999143
1689959945.297935,0.17668,-0.01511,0.89909,0.0,96.12574,concrete,0.09995899999999835
1689959945.398064,0.21264,0.01939,1.0191,0.0,96.225869,concrete,0.10012900000000968
1689959945.498007,0.19735,0.0448,0.93218,0.0,96.325812,concrete,0.09994299999999612
1689959945.598024,0.18748,0.03276,0.9449,0.0,96.425829,concrete,0.10001699999999403
1689959945.698035,0.18601,0.0273,0.91887,0.0,96.52584,concrete,0.10001100000000918
1689959945.797994,0.19849,0.01463,0.9593,0.0,96.625799,concrete,0.09995899999999835
1689959945.898128,0.1859,-0.01908,0.94539,0.0,96.725933,concrete,0.10013399999999706
1689959945.998087,0.19494,-0.0019,0.98975,0.0,96.825892,concrete,0.09995899999999835
1689959946.098106,0.15927,0.05888,0.88154,0.0,96.925911,concrete,0.10001900000000319
1689959946.198102,0.1441,0.10519,0.97781,0.0,97.025907,concrete,0.09999600000000441
1689959946.298087,0.13388,0.09649,0.95241,0.0,97.125892,concrete,0.09998499999998955
1689959946.398217,0.11969,0.10991,0.95869,0.0,97.226022,concrete,0.10013000000000716
1689959946.498145,0.15553,0.14802,0.99437,0.0,97.32595,concrete,0.09992800000000557
1689959946.598165,0.13349,0.1705,0.89348,0.0,97.42597,concrete,0.10002000000000066
1689959946.698196,0.15032,0.09911,0.9715,0.0,97.526001,concrete,0.1000309999999871
1689959946.798138,0.19149,0.12627,0.96595,0.0,97.625943,concrete,0.09994200000001285
1689959946.899201,0.17261,0.15595,0.9415,0.0,97.727006,concrete,0.10106299999999635
1689959946.998229,0.11825,0.07562,0.95675,0.0,97.826034,concrete,0.09902800000000411
1689959947.098189,0.06729,0.00863,0.91976,0.0,97.925994,concrete,0.09995999999999583
1689959947.198258,0.14374,0.00842,0.9963,0.0,98.026063,concrete,0.10006899999999064
1689959947.298239,0.20818,0.09506,0.94916,0.0,98.126044,concrete,0.09998099999999965
1689959947.398336,0.15337,0.02476,0.95493,0.0,98.226141,concrete,0.10009700000000521
1689959947.498303,0.12961,-0.05299,0.90245,0.0,98.326108,concrete,0.09996700000000658
1689959947.598317,0.14447,0.03296,0.99869,0.0,98.426122,concrete,0.1000140000000016
1689959947.698326,0.14536,0.02237,0.98036,0.0,98.526131,concrete,0.10000900000000001
1689959947.798299,0.1517,-0.04415,0.89992,0.0,98.626104,concrete,0.09997299999999143
1689959947.898373,0.15853,-0.00712,0.87215,0.0,98.726178,concrete,0.10007400000000644
1689959947.998367,0.19364,0.05629,1.07558,0.0,98.826172,concrete,0.09999399999999525
1689959948.098338,0.13772,0.05792,0.91367,0.0,98.926143,concrete,0.09997099999999648
1689959948.198392,0.08571,0.02267,0.83765,0.0,99.026197,concrete,0.10005400000000009
1689959948.298416,0.19458,0.02902,1.10011,0.0,99.126221,concrete,0.10002400000000478
1689959948.398498,0.16902,0.0644,0.92436,0.0,99.226303,concrete,0.10008200000000045
1689959948.498435,0.16642,0.09478,0.96484,0.0,99.32624,concrete,0.09993699999999706
1689959948.598414,0.17405,0.03192,0.94347,0.0,99.426219,concrete,0.0999790000000047
1689959948.698483,0.13666,0.03793,0.96469,0.0,99.526288,concrete,0.10006899999999064
1689959948.798452,0.12814,0.04846,0.90109,0.0,99.626257,concrete,0.09996900000000153
1689959948.898568,0.14923,0.06825,0.90834,0.0,99.726373,concrete,0.10011599999999987
1689959948.998518,0.2024,0.06484,1.01948,0.0,99.826323,concrete,0.09995000000000687
1689959949.098534,0.15798,0.07437,0.91819,0.0,99.926339,concrete,0.10001599999999655
1689959949.198617,0.13051,0.08511,0.95351,0.0,100.026422,concrete,0.10008299999999792
1689959949.298588,0.1503,0.0662,0.9407,0.0,100.126393,concrete,0.09997099999999648
1689959949.399592,0.14306,0.01961,0.93019,0.0,100.227397,concrete,0.1010040000000032
1689959949.498549,0.1498,0.09778,0.97316,0.0,100.326354,concrete,0.09895699999999863
1689959949.59861,0.17952,0.17283,0.95449,0.0,100.426415,concrete,0.10006100000001084
1689959949.698564,0.15584,0.12813,0.91906,0.0,100.526369,concrete,0.09995399999999677
1689959949.798596,0.16879,-0.00457,0.95504,0.0,100.626401,concrete,0.10003199999999879
1689959949.898665,0.18694,-0.09148,0.97418,0.0,100.72647,concrete,0.10006900000000485
1689959949.99867,0.19792,-0.06834,0.92755,0.0,100.826475,concrete,0.1000049999999959
1689959950.099162,0.17333,0.02441,0.97019,0.0,100.926967,concrete,0.10049200000000269
1689959950.198702,0.15188,0.11868,0.87095,0.0,101.026507,concrete,0.09953999999999041
1689959950.29866,0.14237,0.20901,1.06878,0.0,101.126465,concrete,0.09995800000000088
1689959950.398793,0.14211,0.21553,0.95989,0.0,101.226598,concrete,0.10013299999999958
1689959950.498738,0.1166,0.22155,0.90886,0.0,101.326543,concrete,0.09994500000000528
1689959950.598744,0.16602,0.13392,0.92894,0.0,101.426549,concrete,0.10000599999999338
1689959950.698765,0.16314,0.07876,0.93062,0.0,101.52657,concrete,0.10002100000001235
1689959950.79879,0.19547,0.08793,0.99289,0.0,101.626595,concrete,0.10002499999998804
1689959950.898847,0.1882,0.15948,0.96606,0.0,101.726652,concrete,0.10005700000000672
1689959950.998795,0.13374,0.11479,0.90241,0.0,101.8266,concrete,0.0999479999999977
1689959951.098813,0.14995,0.05931,0.94794,0.0,101.926618,concrete,0.10001800000000571
1689959951.198832,0.20951,0.05456,0.97868,0.0,102.026637,concrete,0.10001899999998898
1689959951.298829,0.16124,-0.00932,0.96201,0.0,102.126634,concrete,0.09999700000000189
1689959951.398934,0.12505,-0.0544,0.99115,0.0,102.226739,concrete,0.10010499999999922
1689959951.498881,0.09684,-0.02987,0.90228,0.0,102.326686,concrete,0.09994700000000023
1689959951.598887,0.15877,0.01502,0.93744,0.0,102.426692,concrete,0.10000600000000759
1689959951.698904,0.18809,0.03572,0.911,0.0,102.526709,concrete,0.10001699999999403
1689959951.79887,0.2167,0.06049,1.00548,0.0,102.626675,concrete,0.0999660000000091
1689959951.903075,0.14095,0.08412,0.97401,0.0,102.73088,concrete,0.10420499999999322
1689959951.998938,0.10235,0.04368,0.89499,0.0,102.826743,concrete,0.09586299999999426
1689959952.098955,0.14478,-0.00351,0.96136,0.0,102.92676,concrete,0.10001700000000824
1689959952.198984,0.19786,0.06834,0.88813,0.0,103.026789,concrete,0.10002899999999215
1689959952.298954,0.14524,0.12912,1.00061,0.0,103.126759,concrete,0.09997000000001321
1689959952.399089,0.15661,0.04763,0.99697,0.0,103.226894,concrete,0.10013499999999453
1689959952.499003,0.07598,0.02459,0.90436,0.0,103.326808,concrete,0.09991399999999828
1689959952.599032,0.10939,-0.00786,0.93539,0.0,103.426837,concrete,0.10002900000000636
1689959952.699045,0.18635,-0.00016,1.03512,0.0,103.52685,concrete,0.10001299999998992
1689959952.799013,0.18966,0.13072,0.90082,0.0,103.626818,concrete,0.09996800000000405
1689959952.899144,0.19312,0.13082,0.95612,0.0,103.726949,concrete,0.10013100000000463
1689959952.9991,0.11818,-0.04755,0.9632,0.0,103.826905,concrete,0.09995599999999172
1689959953.099103,0.1159,0.02253,0.94217,0.0,103.926908,concrete,0.10000300000000095
1689959953.199128,0.15179,0.05902,1.00747,0.0,104.026933,concrete,0.10002500000000225
1689959953.299095,0.18077,0.03751,0.97773,0.0,104.1269,concrete,0.09996700000000658
1689959953.399223,0.14622,0.01501,0.89499,0.0,104.227028,concrete,0.100127999999998
1689959953.499153,0.15227,0.03198,0.98479,0.0,104.326958,concrete,0.09993000000000052
1689959953.599174,0.14569,0.08238,0.94924,0.0,104.426979,concrete,0.10002099999999814
1689959953.699167,0.21787,0.10938,0.91963,0.0,104.526972,concrete,0.09999299999999778
1689959953.799165,0.19161,0.10256,0.88283,0.0,104.62697,concrete,0.09999799999999937
1689959953.899271,0.10554,0.02673,1.00782,0.0,104.727076,concrete,0.1001059999999967
1689959953.999237,0.13327,0.00373,0.96855,0.0,104.827042,concrete,0.0999660000000091
1689959954.099257,0.17824,0.03255,0.96225,0.0,104.927062,concrete,0.10002000000000066
1689959954.199263,0.20132,0.06627,0.93487,0.0,105.027068,concrete,0.10000599999999338
1689959954.299245,0.11937,0.08362,0.91875,0.0,105.12705,concrete,0.09998199999999713
1689959954.399418,0.13088,0.04308,0.99098,0.0,105.227223,concrete,0.10017299999999807
1689959954.499305,0.14334,0.07044,0.92217,0.0,105.32711,concrete,0.09988700000000961
1689959954.599327,0.17857,0.11988,0.95735,0.0,105.427132,concrete,0.10002199999999561
1689959954.699294,0.15741,0.14083,0.94717,0.0,105.527099,concrete,0.09996700000000658
1689959954.79931,0.14444,0.12952,0.91397,0.0,105.627115,concrete,0.10001599999999655
1689959954.899474,0.17433,-0.00245,0.99648,0.0,105.727279,concrete,0.10016399999999237
1689959954.999384,0.13806,-0.00955,0.94673,0.0,105.827189,concrete,0.09991000000000838
1689959955.099387,0.12927,0.10375,0.94641,0.0,105.927192,concrete,0.10000300000000095
1689959955.199397,0.13878,0.05507,0.94659,0.0,106.027202,concrete,0.10000999999999749
1689959955.299373,0.17739,0.00272,0.88328,0.0,106.127178,concrete,0.09997599999999807
1689959955.399488,0.15323,0.03614,1.01645,0.0,106.227293,concrete,0.1001150000000024
1689959955.499437,0.15539,0.06212,0.98351,0.0,106.327242,concrete,0.09994899999999518
1689959955.599465,0.14032,0.05326,0.93985,0.0,106.42727,concrete,0.10002799999999468
1689959955.699468,0.16029,0.02853,0.90937,0.0,106.527273,concrete,0.10000300000000095
1689959955.799442,0.14994,0.07771,0.87423,0.0,106.627247,concrete,0.09997400000000312
1689959955.899508,0.16849,0.09309,0.98885,0.0,106.727313,concrete,0.10006599999999821
1689959955.999522,0.1255,0.06187,0.95973,0.0,106.827327,concrete,0.1000140000000016
1689959956.099475,0.15297,0.031,0.9789,0.0,106.92728,concrete,0.09995299999999929
1689959956.199544,0.14636,0.05395,0.92267,0.0,107.027349,concrete,0.10006900000000485
1689959956.299509,0.17339,0.0605,0.98333,0.0,107.127314,concrete,0.09996499999999742
1689959956.399674,0.15991,0.06561,0.9305,0.0,107.227479,concrete,0.10016500000000406
1689959956.499613,0.17655,0.05823,0.95815,0.0,107.327418,concrete,0.099938999999992
1689959956.599633,0.15861,0.05114,0.87405,0.0,107.427438,concrete,0.10002000000000066
1689959956.6996,0.13811,0.03205,1.07129,0.0,107.527405,concrete,0.09996700000000658
1689959956.799618,0.11048,0.03933,0.918,0.0,107.627423,concrete,0.1000179999999915
1689959956.899671,0.1561,0.04775,0.96777,0.0,107.727476,concrete,0.10005300000000261
1689959956.999693,0.17143,0.02662,0.87245,0.0,107.827498,concrete,0.10002200000000983
1689959957.099652,0.19872,0.04305,0.9407,0.0,107.927457,concrete,0.09995899999999835
1689959957.199692,0.20751,0.05849,0.9595,0.0,108.027497,concrete,0.1000399999999928
1689959957.299679,0.14269,0.06499,0.92417,0.0,108.127484,concrete,0.09998699999999872
1689959957.3999,0.12756,0.02834,0.91803,0.0,108.227705,concrete,0.10022100000000478
1689959957.49977,0.18727,0.01151,1.01147,0.0,108.327575,concrete,0.09986999999999568
1689959957.599797,0.15267,0.04101,0.94285,0.0,108.427602,concrete,0.1000269999999972
1689959957.699758,0.18645,0.04225,0.93843,0.0,108.527563,concrete,0.09996100000000752
1689959957.799735,0.16384,0.05375,0.94369,0.0,108.62754,concrete,0.09997699999999554
1689959957.900836,0.14682,0.07707,0.92876,0.0,108.728641,concrete,0.10110099999999989
1689959957.99976,0.11086,0.06081,1.00516,0.0,108.827565,concrete,0.09892400000001089
1689959958.099826,0.13507,0.02194,0.91517,0.0,108.927631,concrete,0.10006599999999821
1689959958.199835,0.15925,0.04912,0.99224,0.0,109.02764,concrete,0.10000900000000001
1689959958.299811,0.14263,0.078,0.94828,0.0,109.127616,concrete,0.09997599999999807
1689959958.399916,0.14569,0.07987,0.93526,0.0,109.227721,concrete,0.10010499999999922
1689959958.499877,0.10454,0.04186,0.89885,0.0,109.327682,concrete,0.0999609999999933
1689959958.599896,0.13111,0.02581,0.96279,0.0,109.427701,concrete,0.10001900000000319
1689959958.699904,0.16061,0.06622,1.01118,0.0,109.527709,concrete,0.10000800000000254
1689959958.799878,0.1552,0.09595,0.91492,0.0,109.627683,concrete,0.09997400000000312
1689959958.899993,0.13996,0.07126,0.93448,0.0,109.727798,concrete,0.1001150000000024
1689959959.000026,0.12807,0.0497,0.95629,0.0,109.827831,concrete,0.10003299999999626
1689959959.099977,0.14506,0.06474,0.96791,0.0,109.927782,concrete,0.09995099999999013
1689959959.200011,0.17765,0.05916,0.96696,0.0,110.027816,concrete,0.10003400000000795
1689959959.299951,0.1097,0.05816,0.8713,0.0,110.127756,concrete,0.09994000000000369
1689959959.400056,0.12687,0.0567,0.96787,0.0,110.227861,concrete,0.10010499999999922
1689959959.500122,0.14716,0.04596,0.98914,0.0,110.327927,concrete,0.10006599999999821
1689959959.60013,0.15574,0.05126,0.95977,0.0,110.427935,concrete,0.10000800000000254
1689959959.700128,0.13868,0.06499,0.94465,0.0,110.527933,concrete,0.09999799999999937
1689959959.800088,0.11017,0.05593,0.95472,0.0,110.627893,concrete,0.09995999999999583
1689959959.900108,0.14817,0.06801,0.98933,0.0,110.727913,concrete,0.10002000000000066
1689959960.000106,0.16948,0.05982,0.88614,0.0,110.827911,concrete,0.09999799999999937
1689959960.100109,0.15443,0.06205,0.92935,0.0,110.927914,concrete,0.10000300000000095
1689959960.200132,0.12466,0.05018,0.98603,0.0,111.027937,concrete,0.10002299999999309
1689959960.3001,0.1097,0.01974,0.94363,0.0,111.127905,concrete,0.09996800000000405
1689959960.400199,0.16253,0.02892,0.95944,0.0,111.228004,concrete,0.10009900000000016
1689959960.500171,0.16953,0.04033,0.9756,0.0,111.327976,concrete,0.09997200000000817
1689959960.600213,0.1586,0.02878,0.90673,0.0,111.428018,concrete,0.10004199999998775
1689959960.700203,0.16074,0.01548,0.98299,0.0,111.528008,concrete,0.09999000000000535
1689959960.800204,0.13217,0.035,0.95881,0.0,111.628009,concrete,0.100001000000006
1689959960.900419,0.17433,0.0644,0.96758,0.0,111.728224,concrete,0.1002149999999915
1689959961.000329,0.16188,0.07788,0.90071,0.0,111.828134,concrete,0.09991000000000838
1689959961.100262,0.13023,0.10661,0.94794,0.0,111.928067,concrete,0.09993299999999294
1689959961.200376,0.13091,0.10997,0.92075,0.0,112.028181,concrete,0.10011400000000492
1689959961.300319,0.16103,0.08463,1.00854,0.0,112.128124,concrete,0.09994299999999612
1689959961.400378,0.14109,0.05423,0.95136,0.0,112.228183,concrete,0.10005900000000167
1689959961.50039,0.11363,0.06424,0.93234,0.0,112.328195,concrete,0.10001199999999244
1689959961.60039,0.11779,0.07642,0.97092,0.0,112.428195,concrete,0.10000000000000853
1689959961.700392,0.16521,0.12082,0.92506,0.0,112.528197,concrete,0.10000200000000348
1689959961.800392,0.18893,0.10707,0.98266,0.0,112.628197,concrete,0.09999999999999432
1689959961.900438,0.1574,0.10144,0.97505,0.0,112.728243,concrete,0.10004600000000607
1689959962.000445,0.17865,0.10996,0.90244,0.0,112.82825,concrete,0.10000699999999085
1689959962.100454,0.14872,0.07694,0.97683,0.0,112.928259,concrete,0.10000900000000001
1689959962.200487,0.1553,0.04277,0.93401,0.0,113.028292,concrete,0.10003299999999626
1689959962.300423,0.13753,-0.0172,0.96146,0.0,113.128228,concrete,0.09993599999999958
1689959962.400504,0.17097,0.00114,0.92473,0.0,113.228309,concrete,0.10008100000000297
1689959962.500502,0.13178,0.03327,0.95063,0.0,113.328307,concrete,0.09999799999999937
1689959962.600613,0.15869,0.03889,0.94998,0.0,113.428418,concrete,0.10011099999999828
1689959962.700599,0.1602,0.01044,0.93912,0.0,113.528404,concrete,0.09998600000000124
1689959962.800576,0.18608,0.049,0.94383,0.0,113.628381,concrete,0.09997700000000975
1689959962.900638,0.10514,0.07587,0.93199,0.0,113.728443,concrete,0.1000619999999941
1689959963.000633,0.16628,0.09131,0.97323,0.0,113.828438,concrete,0.09999500000000694
1689959963.10068,0.1051,0.03901,0.93127,0.0,113.928485,concrete,0.10004699999998934
1689959963.200665,0.17979,0.03523,0.98426,0.0,114.02847,concrete,0.09998500000000377
1689959963.300633,0.18555,-0.0402,0.93687,0.0,114.128438,concrete,0.09996800000000405
1689959963.401035,0.16408,-0.02119,0.95866,0.0,114.22884,concrete,0.10040200000000254
1689959963.500716,0.18705,0.03256,0.99857,0.0,114.328521,concrete,0.0996809999999897
1689959963.600745,0.16329,0.03228,0.87005,0.0,114.42855,concrete,0.10002900000000636
1689959963.700733,0.18415,-0.00375,0.97529,0.0,114.528538,concrete,0.09998799999999619
1689959963.800606,0.19609,0.05901,0.95634,0.0,114.628411,concrete,0.09987300000000232
1689959963.900714,0.13967,0.1027,0.92231,0.0,114.728519,concrete,0.10010800000000586
1689959964.004694,0.14768,0.06122,0.98234,0.0,114.832499,concrete,0.10397999999999286
1689959964.104787,0.14856,0.00229,0.90384,0.0,114.932592,concrete,0.1000930000000011
1689959964.20467,0.1761,0.07686,1.00381,0.0,115.032475,concrete,0.0998830000000055
1689959964.304808,0.16914,0.15746,0.92013,0.0,115.132613,concrete,0.10013800000000117
1689959964.404768,0.11938,0.11563,0.90405,0.0,115.232573,concrete,0.09995999999999583
1689959964.504847,0.12609,0.05411,0.98664,0.0,115.332652,concrete,0.10007899999999381
1689959964.604719,0.1918,0.08275,0.93491,0.0,115.432524,concrete,0.09987200000000485
1689959964.704866,0.13519,0.09203,0.95411,0.0,115.532671,concrete,0.10014699999999266
1689959964.804758,0.15616,0.12712,0.96025,0.0,115.632563,concrete,0.0998920000000112
1689959964.904924,0.15489,0.08753,0.967,0.0,115.732729,concrete,0.10016600000000153
1689959965.008935,0.14792,-0.08519,0.97058,0.0,115.83674,concrete,0.10401099999999985
1689959965.104933,0.13828,-0.02894,0.93663,0.0,115.932738,concrete,0.09599799999999448
1689959965.204903,0.08926,0.13648,0.89856,0.0,116.032708,concrete,0.099969999999999
1689959965.304927,0.16831,0.09892,1.03043,0.0,116.132732,concrete,0.10002400000000478
1689959965.404941,0.22829,0.03879,0.92887,0.0,116.232746,concrete,0.1000140000000016
1689959965.504951,0.16295,0.07731,0.93784,0.0,116.332756,concrete,0.10000999999999749
1689959965.604925,0.11154,0.11805,0.97821,0.0,116.43273,concrete,0.09997400000000312
1689959965.704965,0.16033,0.09447,0.93639,0.0,116.53277,concrete,0.1000399999999928
1689959965.804913,0.23076,0.09263,1.00852,0.0,116.632718,concrete,0.0999479999999977
1689959965.905,0.20828,0.12119,0.92328,0.0,116.732805,concrete,0.10008700000000204
1689959966.00498,0.20399,0.13708,1.01757,0.0,116.832785,concrete,0.09998000000000218
1689959966.105037,0.14032,0.02033,0.93639,0.0,116.932842,concrete,0.10005699999999251
1689959966.204994,0.13817,0.07201,0.93702,0.0,117.032799,concrete,0.0999570000000034
1689959966.305081,0.25061,0.08442,1.04244,0.0,117.132886,concrete,0.10008700000000204
1689959966.405072,0.2042,0.02009,0.90892,0.0,117.232877,concrete,0.09999100000000283
1689959966.505314,0.1978,0.00825,0.95464,0.0,117.333119,concrete,0.10024199999999439
1689959966.605063,0.20919,0.09719,1.01509,0.0,117.432868,concrete,0.09974900000000275
1689959966.705156,0.18868,0.09698,0.94529,0.0,117.532961,concrete,0.1000930000000011
1689959966.805077,0.20628,0.01018,1.02211,0.0,117.632882,concrete,0.09992099999999482
1689959966.905215,0.17249,0.07744,0.97275,0.0,117.73302,concrete,0.10013800000000117
1689959967.005123,0.18421,0.20105,1.03523,0.0,117.832928,concrete,0.09990799999999922
1689959967.105226,0.09876,0.26689,1.00783,0.0,117.933031,concrete,0.10010300000000427
1689959967.205141,0.14496,0.20764,1.07048,0.0,118.032946,concrete,0.09991499999999576
1689959967.305236,0.32103,0.17012,0.97269,0.0,118.133041,concrete,0.10009500000001026
1689959967.405213,0.35426,0.06133,0.89483,0.0,118.233018,concrete,0.09997699999999554
1689959967.505303,0.20223,0.04149,0.98963,0.0,118.333108,concrete,0.10008999999999446
1689959967.6052,0.12128,0.14026,1.01007,0.0,118.433005,concrete,0.09989699999999857
1689959967.705367,0.15966,0.12478,0.93824,0.0,118.533172,concrete,0.100166999999999
1689959967.805193,0.20851,0.06185,0.96849,0.0,118.632998,concrete,0.0998260000000073
1689959967.905379,0.24359,0.09946,0.96987,0.0,118.733184,concrete,0.10018599999999367
1689959968.005257,0.20837,0.10672,0.96822,0.0,118.833062,concrete,0.09987800000000391
1689959968.105396,0.14036,0.0904,0.89566,0.0,118.933201,concrete,0.10013899999999865
1689959968.205286,0.13919,0.06952,1.00346,0.0,119.033091,concrete,0.09989000000000203
1689959968.305362,0.1514,0.05829,0.97636,0.0,119.133167,concrete,0.10007600000000139
1689959968.405344,0.1448,0.06306,0.93261,0.0,119.233149,concrete,0.09998199999999713
1689959968.505424,0.17907,-0.04664,0.99306,0.0,119.333229,concrete,0.1000800000000055
1689959968.605335,0.12365,-0.10898,0.97977,0.0,119.43314,concrete,0.09991099999999165
1689959968.705471,0.14449,0.02262,0.9216,0.0,119.533276,concrete,0.10013600000000622
1689959968.805335,0.15582,0.03506,0.92763,0.0,119.63314,concrete,0.09986399999999662
1689959968.905495,0.23922,0.03447,0.92753,0.0,119.7333,concrete,0.10016000000000247
1689959969.005392,0.14093,0.10937,0.91924,0.0,119.833197,concrete,0.09989699999999857
1689959969.105521,0.14758,0.09904,0.95213,0.0,119.933326,concrete,0.10012899999999547
1689959969.205447,0.19737,0.12165,0.97703,0.0,120.033252,concrete,0.09992600000001062
1689959969.305578,0.20816,0.05868,0.90187,0.0,120.133383,concrete,0.10013099999999042
1689959969.405495,0.14838,0.05067,1.02541,0.0,120.2333,concrete,0.09991700000000492
1689959969.505567,0.0972,0.06648,0.8715,0.0,120.333372,concrete,0.10007199999999727
1689959969.605478,0.22252,0.04139,1.00583,0.0,120.433283,concrete,0.09991100000000586
1689959969.705606,0.19994,0.0645,0.86876,0.0,120.533411,concrete,0.100127999999998
1689959969.805506,0.16175,0.08546,0.9726,0.0,120.633311,concrete,0.0999000000000052
1689959969.905702,0.11629,0.0248,0.98605,0.0,120.733507,concrete,0.10019599999999684
1689959970.005555,0.13435,0.06154,0.95841,0.0,120.83336,concrete,0.09985299999999597
1689959970.105685,0.18013,0.13995,0.9437,0.0,120.93349,concrete,0.10013000000000716
1689959970.205565,0.17418,0.19825,0.94423,0.0,121.03337,concrete,0.09987999999999886
1689959970.305674,0.12424,0.03297,0.93025,0.0,121.133479,concrete,0.10010899999998912
1689959970.405651,0.1564,-0.02491,1.02871,0.0,121.233456,concrete,0.09997700000000975
1689959970.505774,0.14352,-0.0032,0.87689,0.0,121.333579,concrete,0.10012299999999641
1689959970.605644,0.15134,0.00294,0.97061,0.0,121.433449,concrete,0.09986999999999568
1689959970.705706,0.15815,0.05306,0.89594,0.0,121.533511,concrete,0.10006200000000831
1689959970.805628,0.17706,0.04464,0.96656,0.0,121.633433,concrete,0.0999219999999923
1689959970.905857,0.16971,0.03487,1.01597,0.0,121.733662,concrete,0.10022899999999879
1689959971.005698,0.10623,0.10064,0.87301,0.0,121.833503,concrete,0.09984099999999785
